,planner,n_imgs,wall,floor,cabinet,bed,chair,sofa,table,door,window,bookshelf,picture,counter,blinds,desk,shelves,curtain,dresser,pillow,mirror,floor mat,clothes,ceiling,books,refridgerator,television,paper,towel,shower curtain,box,whiteboard,person,night stand,toilet,sink,lamp,bathtub,bag,otherstructure,otherfurniture,otherprop,mIoU
10,,50,56.910608646102986,69.31320777090457,0.0,0.590816486444131,32.82426432728085,42.697675717811,27.193406572971547,0.0,5.709028342015963,0.0,50.65807366031736,51.028902634889256,0.0,0.0,0.0,23.856915784317827,0.0,24.758074447606024,0.0,67.54487385877381,0.0,44.85234984236172,0.0,0.0,21.40566402346924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.325759140673414,13.206260069473547,0.0,0.0,0.0,44.87485855175396,32.71235085794618,34.35906085239014
11,,400,77.08247479339563,82.18702527777016,0.0,73.80327249867166,73.189157988561,80.29947360212908,62.67660653820638,47.69153744018119,60.726545346056845,0.0,83.10034334792044,68.11494279795593,0.0,0.0,0.0,80.00572464775216,0.0,62.04496425223353,0.0,83.59685594975767,0.0,84.35007072772977,21.407892443292486,0.0,66.41502417213036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.59782831387011,53.746793697325025,0.0,0.0,0.0,56.218778901916906,53.593016924713794,64.64241744632558
12,,1000,59.6940581580345,72.43484028218063,0.0,51.88859454104862,39.53426003212208,45.92343321420465,37.716020286347856,25.94865219366909,33.26942876773327,0.0,70.21293002405872,43.86757380770026,0.0,0.0,0.0,57.80733531476569,0.0,41.925237265155914,0.0,77.2536402840266,0.0,74.1236396250988,22.212559049670904,0.0,39.79364701747462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1269967109844545,18.71150455582447,0.0,0.0,0.0,45.46281939386227,41.287043446066676,45.259711372923746
13,BumpAndRotate_1_1621951722.9827166,1500,83.19834630096778,87.95143488710897,0.0,79.86712435618442,81.58181164581904,87.55119503884505,83.74153613566429,58.676710479440494,70.92489582138624,0.0,88.15991394494172,83.21157057995998,0.0,0.0,0.0,83.11805003430737,0.0,84.84110132618608,0.0,89.72304259853038,0.0,89.25805929045845,46.88461070458021,0.0,83.98793437521286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.56451563285104,79.50991906190866,0.0,0.0,0.0,82.17303967286033,60.761301410537826,78.83430683961026
14,,1000,82.11834500526147,86.31484149546793,0.0,79.6843487214343,78.69828776336371,84.99085904649698,76.06241108063233,59.949057763811496,66.51814756281502,0.0,83.27187835841887,80.56519825132033,0.0,0.0,0.0,79.05033773768687,0.0,79.62043721513756,0.0,88.12532698871422,0.0,88.85325456908328,36.63716712810397,0.0,72.97843683682271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.30021350830599,45.01235098587071,0.0,0.0,0.0,72.99204444081734,62.46526318852516,73.46041147704992
15,,100,61.83248504722484,74.50714323875862,0.0,46.42447965506548,45.44628325945972,60.30368048105599,38.96474965292389,28.193997198933626,21.072038641618118,0.0,69.18162823076285,62.47549248996302,0.0,0.0,0.0,35.785988979374466,0.0,47.44708797277531,0.0,76.9366440892243,0.0,57.75323315821533,0.20225996255683337,0.0,49.28159805376868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.800384668223657,29.04311995018412,0.0,0.0,0.0,48.01425490852395,36.071155616164965,44.78688593011549
16,RandomMoving_1621970953.364795,200,69.3176343642833,79.13032419953988,0.0,21.17312764742688,59.768532257107246,65.6570222124628,54.57968055847177,0.0,40.16011686197071,0.0,78.37770385970437,69.75815850583096,0.0,0.0,0.0,69.51747166731471,0.0,48.20571650583306,0.0,79.32008913027005,0.0,83.99261457044719,4.636680906806918,0.0,45.346822556637754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.624230307026407,35.23082191921284,0.0,0.0,0.0,63.717521902377975,46.26747110973191,54.09377624736987
17,CuriosityPlanner_1_1621960435.816536,400,65.68146653475758,77.36059404659373,0.0,55.42280111337739,47.53579318305165,52.3405926001447,34.701038355018376,38.53871551036245,45.89996049643438,0.0,79.5653603865712,55.1603338901334,0.0,0.0,0.0,73.98456028209931,0.0,49.21893681069413,0.0,75.55361401881542,0.0,79.41611408958498,26.223342934694134,0.0,48.07349226770019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.08738946273315,28.635177098883204,0.0,0.0,0.0,46.70788396133536,45.40431691708427,52.8755749859109
18,CuriosityPlanner_1_1621960435.816536,100,54.25758938141813,67.41308354601652,0.0,0.3086828109617298,37.92878714166384,35.20534123355016,34.130783043848815,0.0,41.97725585833952,0.0,69.49909264797608,47.26541755505614,0.0,0.0,0.0,45.50634395166145,0.0,21.4788530876209,0.0,71.25198220474186,0.0,69.34869895139366,0.0,0.0,31.48351481157501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.203217139262387,23.75198498628555,0.0,0.0,0.0,38.717268905101484,38.00274869251044,41.26281397126434
19,CuriosityPlanner_1_1621960435.816536,50,47.55229334970768,32.29026190860288,0.0,0.17161274119961492,10.314325391614197,14.025401514874114,20.448424358217693,0.0,17.270499921805765,0.0,44.907147448252694,29.149464017350756,0.0,0.0,0.0,12.879082501143383,0.0,0.736548120100762,0.0,65.07203671227865,0.0,44.38543814196131,0.0,0.0,11.306443723088266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.862698512626526,4.3196159997524575,0.0,0.0,0.0,11.823791908549316,30.215073529193337,22.651675713230322
20,CuriosityPlanner_1_1621960435.816536,200,61.41629126472665,76.40750959692899,0.0,38.42568151066887,36.352737709287695,36.17781172968333,38.371456343105095,15.505187861857237,46.07510307565229,0.0,77.79752114261088,53.7946148552148,0.0,0.0,0.0,61.13864377698277,0.0,37.04938620145832,0.0,76.77416917077167,0.0,68.69952872907574,1.8166619494888994,0.0,40.64454513165168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.261630919075742,27.08124943405683,0.0,0.0,0.0,44.2675483214649,38.34526489111842,45.070127852341265
21,BumpAndRotate_1_1621951722.9827166,400,74.4258426236053,77.74575759879724,0.0,21.01582243484458,71.29450527349411,69.1823012490523,66.28148352644317,9.564686920228771,46.54784910502637,0.0,80.82889179796469,80.5346025125271,0.0,0.0,0.0,75.388109683098,0.0,53.69460315967405,0.0,83.22691618141974,0.0,87.65619058145177,0.7383471738548084,0.0,60.437015896209964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.13892714956886,62.38001691685425,0.0,0.0,0.0,78.12256614046653,51.91374908965334,60.70591015530029
22,RandomMoving_1621970953.364795,100,59.37142137812059,72.39255418376158,0.0,0.0,27.194186826583437,46.453483285232316,39.551243813706535,0.0,30.18810160129235,0.0,72.30932784444823,57.60238407058551,0.0,0.0,0.0,69.16735347382674,0.0,39.410394404872896,0.0,75.80192022498456,0.0,73.33947505556796,0.0,0.0,11.997394602815827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.322523017727086,43.349762270443,0.0,0.0,0.0,48.961984020004294,41.15545324001897,48.092292138804325
23,,800,81.98410486545033,85.68383354796472,0.0,78.12655591821897,77.10108110634881,83.84319923773147,76.49779371656643,56.36423258603283,62.69881585437884,0.0,83.41629303062365,80.76056135996691,0.0,0.0,0.0,80.27965298983156,0.0,76.0408577743265,0.0,87.48525241653385,0.0,88.53872212817267,19.07900944985913,0.0,73.06970246711462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.18345562304591,59.60420191368716,0.0,0.0,0.0,71.21800983626798,58.989238670509465,72.09822979897892
24,ExplorationPlanner_RT_1,400,66.07329047039003,73.99813743170942,0.0,45.589299361984494,35.575633977431956,42.84817843137625,27.035802554646494,30.704708772506567,41.853504158060524,0.0,73.59883891550757,51.90006988142898,0.0,0.0,0.0,66.49685821130154,0.0,37.88772491301193,0.0,73.83315475660025,0.0,71.16048505083464,22.46959886786309,0.0,52.810251633973635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.799794855452761,24.386940515403992,0.0,0.0,0.0,48.848231336323664,44.36670124884265,47.161860969999005
25,ExplorationPlanner_RT_1,100,53.620448173846896,68.03396918700106,0.0,41.37715892208678,25.86844917492124,32.23232455138041,25.65272085246106,8.059574379150535,25.52722958395206,0.0,62.556954460023746,36.88563882503496,0.0,0.0,0.0,30.703612132040824,0.0,36.50058458494469,0.0,72.1518267437099,0.0,55.055851837893705,0.8761691954206443,0.0,42.441994634460876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.321179208688906,6.219862914268451,0.0,0.0,0.0,40.983589623073954,35.54776048094296,35.23084549824568
26,,600,77.85819798429269,81.36580815015299,0.0,71.6506754394155,74.04806660358547,82.00063486624981,63.776942295028576,55.32177663218537,65.5898429269805,0.0,84.57698068910719,68.55888043986475,0.0,0.0,0.0,78.79178042765066,0.0,71.33986013986014,0.0,82.81977362297198,0.0,86.49011097138174,27.458392777605695,0.0,66.51531595482437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.533678756476682,61.61073147816848,0.0,0.0,0.0,58.38971949764338,57.38880300400908,66.85429962907942
27,CuriosityPlanner_1_1621960435.816536,1500,70.01750157324183,77.14030279502957,0.0,65.78907251562093,54.74468264755891,69.17300068031999,42.43570575990027,47.262251798811604,46.57806815084746,0.0,78.99995554881124,58.28465662376008,0.0,0.0,0.0,65.72034890967359,0.0,65.03502930301937,0.0,82.08423032709793,0.0,79.16533073608262,23.044414215718643,0.0,63.20900699002188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.59873943152033,31.14074430612379,0.0,0.0,0.0,43.68115084955214,42.24014662164795,57.46721784554628
28,CuriosityPlanner_1_1621960435.816536,750,68.99686818169648,79.39722260600034,0.0,64.33343664196651,56.255904263873944,63.807562780376834,43.72945943670607,47.24515315932331,45.83575783388622,0.0,71.57745957250481,60.826013691464844,0.0,0.0,0.0,72.70549724618103,0.0,55.00436817472699,0.0,80.64111013018663,0.0,79.09135794488603,25.691098148617804,0.0,57.971716549360345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.678585587796636,37.27221679858152,0.0,0.0,0.0,53.89183637847119,44.6264985746537,56.67895702964533
29,BumpAndRotate_1_1621951722.9827166,200,70.88453672826428,74.37629665400581,0.0,0.0,51.94626195361803,53.227554694705276,59.26666008754193,2.195777995564918,36.019761097183306,0.0,79.98171264877845,73.55046358245117,0.0,0.0,0.0,77.85011625706784,0.0,47.04628396607313,0.0,76.62287875441373,0.0,83.56040428333915,0.0,0.0,55.13957543389667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.066138176151135,57.12243398699358,0.0,0.0,0.0,68.37853161348104,48.85808453119908,59.00519335321898
30,BumpAndRotate_1_1621951722.9827166,750,80.2737550754827,84.31034610566267,0.0,78.76039327921838,79.60562950408219,85.59839518799922,80.23356137522332,58.03912682079197,69.25745448181578,0.0,87.56882790405363,81.63791485325439,0.0,0.0,0.0,81.02950230155461,0.0,81.80102473926752,0.0,86.99211713364804,0.0,88.47521779405706,45.56354749893749,0.0,78.49117530685889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31189809881388,78.11710298498691,0.0,0.0,0.0,79.0858745500201,58.507180455732495,76.28300340927838
